id,cem301_attendees_total,cem009_country,month,year,country,cem005_today
,28,1,6,2013,1,05-Jun-13
,28,1,6,2013,1,22-Jun-13
,16,1,7,2013,1,30-Jul-13
,21,1,6,2013,1,04-Jun-13
,15,1,5,2013,1,29may2013
,20,1,6,2013,1,22-Jun-13
,20,1,6,2013,1,22-Jun-13
,32,1,7,2013,1,09-Jul-13
,21,1,6,2013,1,28-Jun-13
,26,1,5,2013,1,14may2013
,22,1,8,2013,1,23-Aug-13
,27,1,5,2013,1,14may2013
,18,1,6,2013,1,29-Jun-13
,15,1,6,2013,1,08-Jun-13
,19,1,6,2013,1,05-Jun-13
,23,1,6,2013,1,04-Jun-13
,16,1,7,2013,1,01-Jul-13
,33,1,7,2013,1,08-Jul-13
,45,1,7,2013,1,08-Jul-13
,18,1,6,2013,1,05-Jun-13
,27,1,6,2013,1,05-Jun-13
,24,1,6,2013,1,05-Jun-13
,22,1,8,2013,1,05-Aug-13
,34,1,7,2013,1,04-Jul-13
,24,1,7,2013,1,01-Jul-13
,36,1,6,2013,1,29-Jun-13
,35,1,7,2013,1,01-Jul-13
,25,1,7,2013,1,12-Jul-13
,29,1,7,2013,1,11-Jul-13
,22,1,7,2013,1,11-Jul-13
,23,1,6,2013,1,19-Jun-13
,21,1,6,2013,1,19-Jun-13
,29,1,7,2013,1,09-Jul-13
,25,1,6,2013,1,18-Jun-13
,21,1,6,2013,1,19-Jun-13
,29,1,6,2013,1,22-Jun-13
,45,1,6,2013,1,22-Jun-13
,20,1,7,2013,1,12-Jul-13
,21,1,7,2013,1,12-Jul-13
,24,1,7,2013,1,05-Jul-13
,42,1,7,2013,1,05-Jul-13
,12,1,6,2013,1,04-Jun-13
,18,1,6,2013,1,03-Jun-13
,19,1,6,2013,1,03-Jun-13
,15,1,9,2013,1,20-Sep-13
,22,1,6,2013,1,03-Jun-13
,23,1,5,2013,1,30may2013
,22,1,5,2013,1,30may2013
,25,1,6,2013,1,03-Jun-13
,20,1,5,2013,1,27may2013
,38,1,7,2013,1,12-Jul-13
,19,1,7,2013,1,12-Jul-13
,29,1,7,2013,1,10-Jul-13
,30,1,7,2013,1,10-Jul-13
,27,1,7,2013,1,11-Jul-13
,27,1,7,2013,1,16-Jul-13
,25,1,7,2013,1,10-Jul-13
,21,1,7,2013,1,10-Jul-13
,36,1,7,2013,1,10-Jul-13
,28,1,7,2013,1,10-Jul-13
,27,1,7,2013,1,09-Jul-13
,49,1,7,2013,1,05-Jul-13
,29,1,7,2013,1,05-Jul-13
,19,1,7,2013,1,05-Jul-13
,19,1,6,2013,1,19-Jun-13
,26,1,6,2013,1,21-Jun-13
,20,1,6,2013,1,21-Jun-13
,20,1,6,2013,1,19-Jun-13
,18,1,6,2013,1,19-Jun-13
,16,1,6,2013,1,19-Jun-13
,20,1,5,2013,1,14may2013
,17,1,6,2013,1,19-Jun-13
,18,1,6,2013,1,21-Jun-13
,22,1,6,2013,1,21-Jun-13
,27,1,5,2013,1,16may2013
,23,1,6,2013,1,20-Jun-13
,16,1,6,2013,1,20-Jun-13
,21,1,6,2013,1,21-Jun-13
,34,1,6,2013,1,25-Jun-13
,31,1,7,2013,1,13-Jul-13
,28,1,7,2013,1,16-Jul-13
,21,1,6,2013,1,20-Jun-13
,15,1,6,2013,1,20-Jun-13
,22,1,6,2013,1,20-Jun-13
,14,1,6,2013,1,20-Jun-13
,21,1,6,2013,1,24-Jun-13
,23,1,6,2013,1,24-Jun-13
,21,1,6,2013,1,24-Jun-13
,16,1,6,2013,1,24-Jun-13
,42,1,6,2013,1,19-Jun-13
,15,1,7,2013,1,06-Jul-13
,32,1,6,2013,1,19-Jun-13
,23,1,6,2013,1,05-Jun-13
,17,1,6,2013,1,05-Jun-13
,26,1,6,2013,1,05-Jun-13
,23,1,7,2013,1,11-Jul-13
,30,1,7,2013,1,10-Jul-13
,31,1,7,2013,1,16-Jul-13
,20,1,7,2013,1,05-Jul-13
,27,1,7,2013,1,05-Jul-13
,19,1,7,2013,1,13-Jul-13
,21,1,6,2013,1,29-Jun-13
,17,1,6,2013,1,29-Jun-13
,23,1,5,2013,1,29may2013
,26,1,6,2013,1,04-Jun-13
,19,1,7,2013,1,17-Jul-13
,19,1,7,2013,1,29-Jul-13
,19,1,6,2013,1,20-Jun-13
,18,1,6,2013,1,20-Jun-13
,16,1,6,2013,1,04-Jun-13
,19,1,6,2013,1,04-Jun-13
,28,1,6,2013,1,29-Jun-13
,25,1,6,2013,1,29-Jun-13
,24,1,6,2013,1,29-Jun-13
,25,1,6,2013,1,18-Jun-13
,33,1,7,2013,1,08-Jul-13
,19,1,5,2013,1,13may2013
,18,1,5,2013,1,13may2013
,19,1,5,2013,1,14may2013
,22,1,5,2013,1,07may2013
,20,1,5,2013,1,28may2013
,38,1,7,2013,1,16-Jul-13
,17,1,6,2013,1,19-Jun-13
,31,1,7,2013,1,13-Jul-13
,27,1,6,2013,1,27-Jun-13
,21,1,6,2013,1,27-Jun-13
,18,1,6,2013,1,27-Jun-13
,24,1,7,2013,1,06-Jul-13
,27,1,7,2013,1,13-Jul-13
,29,1,6,2013,1,24-Jun-13
,36,1,7,2013,1,13-Jul-13
,30,1,6,2013,1,27-Jun-13
,21,1,6,2013,1,25-Jun-13
,33,1,6,2013,1,24-Jun-13
,27,1,6,2013,1,24-Jun-13
,23,1,6,2013,1,22-Jun-13
,13,1,6,2013,1,21-Jun-13
,38,1,6,2013,1,22-Jun-13
,23,1,6,2013,1,22-Jun-13
,33,1,7,2013,1,10-Jul-13
,17,1,6,2013,1,20-Jun-13
,17,1,7,2013,1,10-Jul-13
,28,1,7,2013,1,15-Jul-13
,18,1,7,2013,1,15-Jul-13
,25,1,7,2013,1,11-Jul-13
,25,1,6,2013,1,29-Jun-13
,21,1,7,2013,1,31-Jul-13
,21,1,7,2013,1,09-Jul-13
,27,1,5,2013,1,10may2013
,23,1,5,2013,1,09may2013
,18,1,5,2013,1,09may2013
,31,1,7,2013,1,15-Jul-13
,28,1,7,2013,1,15-Jul-13
,20,1,7,2013,1,10-Jul-13
,16,1,6,2013,1,05-Jun-13
,15,1,5,2013,1,30may2013
,49,1,7,2013,1,08-Jul-13
,49,1,7,2013,1,08-Jul-13
,21,1,5,2013,1,13may2013
,22,1,5,2013,1,16may2013
,29,1,6,2013,1,17-Jun-13
,21,1,6,2013,1,21-Jun-13
,26,1,7,2013,1,15-Jul-13
,19,1,7,2013,1,15-Jul-13
,15,1,6,2013,1,03-Jun-13
,22,1,6,2013,1,04-Jun-13
,21,1,6,2013,1,04-Jun-13
,24,1,5,2013,1,06may2013
,21,1,9,2013,1,18-Sep-13
,19,1,9,2013,1,18-Sep-13
,24,1,9,2013,1,18-Sep-13
,23,1,7,2013,1,01-Jul-13
,25,1,7,2013,1,01-Jul-13
,20,1,7,2013,1,01-Jul-13
,26,1,7,2013,1,06-Jul-13
,43,1,7,2013,1,05-Jul-13
,23,1,7,2013,1,22-Jul-13
,31,1,7,2013,1,05-Jul-13
,35,1,7,2013,1,05-Jul-13
,31,1,7,2013,1,05-Jul-13
,21,1,7,2013,1,01-Jul-13
,23,1,6,2013,1,17-Jun-13
,18,1,7,2013,1,01-Jul-13
,37,1,7,2013,1,01-Jul-13
,21,1,6,2013,1,08-Jun-13
,21,1,5,2013,1,15may2013
,35,1,5,2013,1,07may2013
,23,1,5,2013,1,09may2013
,30,1,6,2013,1,19-Jun-13
,20,1,5,2013,1,10may2013
,20,1,6,2013,1,06-Jun-13
,17,1,6,2013,1,06-Jun-13
,20,1,6,2013,1,21-Jun-13
,26,1,6,2013,1,18-Jun-13
,23,1,6,2013,1,24-Jun-13
,21,1,5,2013,1,16may2013
,30,1,5,2013,1,29may2013
,19,1,7,2013,1,16-Jul-13
,29,1,6,2013,1,26-Jun-13
,31,1,7,2013,1,15-Jul-13
,22,1,7,2013,1,15-Jul-13
,39,1,7,2013,1,12-Jul-13
,21,1,7,2013,1,12-Jul-13
,24,1,7,2013,1,16-Jul-13
,32,1,7,2013,1,08-Jul-13
,20,1,5,2013,1,09may2013
,38,1,5,2013,1,07may2013
,16,1,6,2013,1,05-Jun-13
,21,1,6,2013,1,05-Jun-13
,17,1,6,2013,1,20-Jun-13
,21,1,5,2013,1,15may2013
,23,1,5,2013,1,10may2013
,23,1,5,2013,1,29may2013
,17,1,6,2013,1,21-Jun-13
,28,1,6,2013,1,19-Jun-13
,20,1,6,2013,1,19-Jun-13
,30,1,7,2013,1,09-Jul-13
,36,1,6,2013,1,21-Jun-13
,29,1,6,2013,1,28-Jun-13
,27,1,7,2013,1,06-Jul-13
,32,1,7,2013,1,06-Jul-13
,22,1,6,2013,1,04-Jun-13
,21,1,5,2013,1,30may2013
,22,1,6,2013,1,24-Jun-13
,20,1,6,2013,1,24-Jun-13
,20,1,6,2013,1,04-Jun-13
,25,1,6,2013,1,03-Jun-13
,16,1,6,2013,1,20-Jun-13
,20,1,7,2013,1,29-Jul-13
,23,1,5,2013,1,13may2013
,22,1,5,2013,1,08may2013
,33,1,7,2013,1,09-Jul-13
,24,1,6,2013,1,29-Jun-13
,30,1,7,2013,1,05-Jul-13
,21,1,5,2013,1,15may2013
,26,1,6,2013,1,24-Jun-13
,33,1,6,2013,1,22-Jun-13
,20,1,7,2013,1,10-Jul-13
,18,1,5,2013,1,15may2013
,40,1,7,2013,1,10-Jul-13
,28,1,5,2013,1,14may2013
,30,1,5,2013,1,14may2013
,23,1,7,2013,1,15-Jul-13
,21,1,7,2013,1,15-Jul-13
,38,1,7,2013,1,15-Jul-13
,21,1,5,2013,1,06may2013
,33,1,5,2013,1,09may2013
,19,1,6,2013,1,29-Jun-13
,18,1,6,2013,1,29-Jun-13
,22,1,7,2013,1,04-Jul-13
,15,1,5,2013,1,15may2013
,16,1,5,2013,1,08may2013
,21,1,8,2013,1,05-Aug-13
,16,1,5,2013,1,17may2013
,20,1,6,2013,1,25-Jun-13
,26,1,7,2013,1,13-Jul-13
,30,1,7,2013,1,09-Jul-13
,26,1,7,2013,1,18-Jul-13
,14,1,7,2013,1,04-Jul-13
,17,1,6,2013,1,26-Jun-13
,31,1,6,2013,1,26-Jun-13
,18,1,6,2013,1,26-Jun-13
,25,1,5,2013,1,31may2013
,15,1,5,2013,1,31may2013
,21,1,5,2013,1,31may2013
,22,1,5,2013,1,30may2013
,26,1,7,2013,1,17-Jul-13
,30,1,7,2013,1,17-Jul-13
,19,1,5,2013,1,31may2013
,36,1,1,2015,1,12-Jan-15
,18,1,5,2013,1,28may2013
,22,1,5,2013,1,13may2013
,33,1,5,2013,1,08may2013
,27,1,6,2013,1,28-Jun-13
,24,1,7,2013,1,17-Jul-13
,38,1,7,2013,1,11-Jul-13
,45,1,5,2013,1,09may2013
,21,1,6,2013,1,05-Jun-13
,20,1,6,2013,1,26-Jun-13
,31,1,7,2013,1,09-Jul-13
,19,1,7,2013,1,10-Jul-13
,27,1,7,2013,1,09-Jul-13
,25,1,6,2013,1,20-Jun-13
,33,1,7,2013,1,10-Jul-13
,18,1,5,2013,1,28may2013
,17,1,7,2013,1,01-Jul-13
,26,1,6,2013,1,29-Jun-13
,27,1,6,2013,1,06-Jun-13
,23,1,5,2013,1,28may2013
,28,1,6,2013,1,29-Jun-13
,34,1,6,2013,1,21-Jun-13
,21,1,7,2013,1,01-Jul-13
,22,1,5,2013,1,30may2013
,4,1,7,2013,1,06-Jul-13
,17,1,6,2013,1,29-Jun-13
,36,1,6,2013,1,03-Jun-13
,29,1,6,2013,1,04-Jun-13
,30,1,7,2013,1,04-Jul-13
,20,1,5,2013,1,31may2013
,21,1,5,2013,1,08may2013
,18,1,5,2013,1,16may2013
,21,1,7,2013,1,06-Jul-13
,17,1,5,2013,1,27may2013
,30,1,6,2013,1,22-Jun-13
,18,1,6,2013,1,22-Jun-13
,17,1,6,2013,1,24-Jun-13
,31,1,7,2013,1,15-Jul-13
,35,1,7,2013,1,15-Jul-13
,15,1,7,2013,1,11-Jul-13
,17,1,6,2013,1,05-Jun-13
,26,1,6,2013,1,05-Jun-13
,22,1,6,2013,1,05-Jun-13
,30,1,7,2013,1,15-Jul-13
,22,1,6,2013,1,04-Jun-13
,18,1,7,2013,1,16-Jul-13
,30,1,7,2013,1,11-Jul-13
,26,1,7,2013,1,10-Jul-13
,27,1,7,2013,1,10-Jul-13
,20,1,7,2013,1,12-Jul-13
,19,1,7,2013,1,31-Jul-13
,30,1,7,2013,1,11-Jul-13
,28,1,7,2013,1,15-Jul-13
,30,1,7,2013,1,31-Jul-13
,19,1,5,2013,1,16may2013
,11,1,6,2013,1,24-Jun-13
,20,1,7,2013,1,15-Jul-13
,17,1,5,2013,1,08may2013
,16,1,5,2013,1,10may2013
,18,1,7,2013,1,15-Jul-13
,23,1,7,2013,1,31-Jul-13
,26,1,7,2013,1,31-Jul-13
,21,1,6,2013,1,26-Jun-13
,18,1,7,2013,1,11-Jul-13
,32,1,7,2013,1,11-Jul-13
,44,1,5,2013,1,17may2013
,44,1,7,2013,1,13-Jul-13
,28,1,6,2013,1,18-Jun-13
,28,1,6,2013,1,29-Jun-13
,17,1,6,2013,1,21-Jun-13
,26,1,6,2013,1,26-Jun-13
,22,1,5,2013,1,31may2013
,22,1,5,2013,1,29may2013
,20,1,5,2013,1,29may2013
,15,1,5,2013,1,29may2013
,15,1,5,2013,1,08may2013
,35,1,7,2013,1,04-Jul-13
,30,1,7,2013,1,10-Jul-13
,67,1,6,2013,1,29-Jun-13
,18,1,6,2013,1,28-Jun-13
,23,1,7,2013,1,09-Jul-13
,27,1,7,2013,1,10-Jul-13
,20,1,6,2013,1,04-Jun-13
,23,1,6,2013,1,04-Jun-13
,19,1,7,2013,1,12-Jul-13
,30,1,7,2013,1,17-Jul-13
,44,1,5,2013,1,27may2013
,36,1,5,2013,1,09may2013
,25,1,7,2013,1,12-Jul-13
,22,1,7,2013,1,16-Jul-13
,24,1,7,2013,1,11-Jul-13
,20,1,6,2013,1,19-Jun-13
,21,1,7,2013,1,09-Jul-13
,15,1,6,2013,1,03-Jun-13
,22,1,6,2013,1,03-Jun-13
,36,1,6,2013,1,28-Jun-13
,23,1,7,2013,1,10-Jul-13
,15,1,7,2013,1,16-Jul-13
,32,1,7,2013,1,10-Jul-13
,17,1,7,2013,1,11-Jul-13
,18,1,5,2013,1,08may2013
,19,1,7,2013,1,10-Jul-13
,15,1,6,2013,1,05-Jun-13
,27,1,7,2013,1,15-Jul-13
,20,1,7,2013,1,16-Jul-13
,25,1,7,2013,1,11-Jul-13
,25,1,6,2013,1,17-Jun-13
,23,1,7,2013,1,19-Jul-13
,20,1,5,2013,1,27may2013
,19,1,5,2013,1,27may2013
,15,1,7,2013,1,12-Jul-13
,26,1,5,2013,1,14may2013
,23,1,7,2013,1,11-Jul-13
,19,1,8,2013,1,31-Aug-13
,15,1,6,2013,1,20-Jun-13
,28,1,8,2013,1,30-Aug-13
,32,1,6,2013,1,20-Jun-13
,24,1,6,2013,1,20-Jun-13
,22,1,6,2013,1,27-Jun-13
,15,1,6,2013,1,24-Jun-13
,24,1,6,2013,1,27-Jun-13
,24,1,6,2013,1,03-Jun-13
,24,1,6,2013,1,26-Jun-13
,18,1,6,2013,1,24-Jun-13
,33,1,6,2013,1,27-Jun-13
,16,1,6,2013,1,24-Jun-13
,21,1,6,2013,1,20-Jun-13
,21,1,6,2013,1,03-Jun-13
,14,1,9,2013,1,16-Sep-13
,31,1,5,2013,1,09may2013
,41,1,6,2013,1,27-Jun-13
,27,1,7,2013,1,17-Jul-13
,21,1,7,2013,1,16-Jul-13
,26,1,7,2013,1,12-Jul-13
,20,1,6,2013,1,26-Jun-13
,32,1,7,2013,1,08-Jul-13
,26,1,7,2013,1,13-Jul-13
,17,1,7,2013,1,15-Jul-13
,34,1,5,2013,1,29may2013
,15,1,5,2013,1,10may2013
,12,1,5,2013,1,30may2013
,22,1,6,2013,1,21-Jun-13
,26,1,7,2013,1,01-Jul-13
,17,1,5,2013,1,30may2013
,18,1,6,2013,1,19-Jun-13
,32,1,5,2013,1,30may2013
,35,1,6,2013,1,04-Jun-13
,23,1,5,2013,1,29may2013
,17,1,6,2013,1,29-Jun-13
,30,1,5,2013,1,14may2013
,27,1,5,2013,1,14may2013
,20,1,7,2013,1,11-Jul-13
,38,1,7,2013,1,03-Jul-13
,27,1,7,2013,1,04-Jul-13
,32,1,7,2013,1,16-Jul-13
,21,1,7,2013,1,10-Jul-13
,18,1,7,2013,1,13-Jul-13
,29,1,7,2013,1,09-Jul-13
,22,1,5,2013,1,15may2013
,27,1,7,2013,1,01-Jul-13
,27,1,6,2013,1,26-Jun-13
,24,1,7,2013,1,08-Jul-13
,17,1,6,2013,1,06-Jun-13
,27,1,5,2013,1,28may2013
,18,1,6,2013,1,28-Jun-13
,23,1,6,2013,1,29-Jun-13
,26,1,7,2013,1,01-Jul-13
,40,1,7,2013,1,08-Jul-13
,19,1,9,2013,1,16-Sep-13
,15,1,9,2013,1,19-Sep-13
,20,1,7,2013,1,05-Jul-13
,15,1,6,2013,1,27-Jun-13
,19,1,6,2013,1,19-Jun-13
,32,1,6,2013,1,19-Jun-13
,36,1,7,2013,1,09-Jul-13
,53,1,6,2013,1,06-Jun-13
,18,1,5,2013,1,29may2013
,15,1,9,2013,1,20-Sep-13
,26,1,7,2013,1,16-Jul-13
,34,1,7,2013,1,10-Jul-13
,61,1,7,2013,1,06-Jul-13
,15,1,7,2013,1,08-Jul-13
,17,1,7,2013,1,06-Jul-13
,27,1,7,2013,1,08-Jul-13
,33,1,6,2013,1,22-Jun-13
,22,1,6,2013,1,28-Jun-13
,22,1,6,2013,1,28-Jun-13
,24,1,5,2013,1,30may2013
,16,1,6,2013,1,04-Jun-13
,20,1,7,2013,1,16-Jul-13
,20,1,8,2013,1,05-Aug-13
,43,1,6,2013,1,28-Jun-13
,21,1,6,2013,1,06-Jun-13
,22,1,5,2013,1,29may2013
,32,1,7,2013,1,31-Jul-13
,16,1,7,2013,1,12-Jul-13
,34,1,7,2013,1,12-Jul-13
,49,1,7,2013,1,13-Jul-13
,19,1,6,2013,1,05-Jun-13
,23,1,5,2013,1,14may2013
,25,1,6,2013,1,27-Jun-13
,39,1,7,2013,1,01-Jul-13
,29,1,5,2013,1,16may2013
,30,1,5,2013,1,29may2013
,20,1,5,2013,1,09may2013
,21,1,6,2013,1,03-Jun-13
,17,1,7,2013,1,04-Jul-13
,17,1,7,2013,1,31-Jul-13
,19,1,6,2013,1,05-Jun-13
,21,1,6,2013,1,18-Jun-13
,24,1,6,2013,1,18-Jun-13
,21,1,6,2013,1,18-Jun-13
,40,1,7,2013,1,06-Jul-13
,29,1,7,2013,1,16-Jul-13
,42,1,7,2013,1,10-Jul-13
,17,1,6,2013,1,03-Jun-13
,17,1,6,2013,1,03-Jun-13
,23,1,5,2013,1,28may2013
,16,1,6,2013,1,03-Jun-13
,19,1,5,2013,1,16may2013
,19,1,5,2013,1,14may2013
,28,1,5,2013,1,13may2013
,21,1,6,2013,1,04-Jun-13
,20,1,7,2013,1,09-Jul-13
,27,1,5,2013,1,27may2013
,17,1,6,2013,1,29-Jun-13
,16,1,6,2013,1,20-Jun-13
,23,1,6,2013,1,05-Jun-13
,20,1,9,2013,1,20-Sep-13
,21,1,5,2013,1,17may2013
,17,1,7,2013,1,05-Jul-13
,18,1,5,2013,1,29may2013
,20,1,6,2013,1,06-Jun-13
,22,1,5,2013,1,07may2013
,16,1,7,2013,1,13-Jul-13
,21,1,5,2013,1,28may2013
,25,1,5,2013,1,28may2013
,21,1,6,2013,1,04-Jun-13
,18,1,6,2013,1,18-Jun-13
,21,1,7,2013,1,05-Jul-13
,16,1,6,2013,1,18-Jun-13
,28,1,6,2013,1,26-Jun-13
,21,1,9,2013,1,23-Sep-13
,22,1,6,2013,1,24-Jun-13
,47,1,7,2013,1,04-Jul-13
,25,1,7,2013,1,04-Jul-13
,26,1,7,2013,1,17-Jul-13
,24,1,6,2013,1,19-Jun-13
,24,1,5,2013,1,07may2013
,12,1,6,2013,1,18-Jun-13
,21,1,6,2013,1,19-Jun-13
,27,1,5,2013,1,14may2013
,28,1,6,2013,1,22-Jun-13
,24,1,5,2013,1,31may2013
,24,1,9,2013,1,16-Sep-13
,16,1,7,2013,1,08-Jul-13
,33,1,6,2013,1,24-Jun-13
,27,1,7,2013,1,08-Jul-13
,22,1,7,2013,1,08-Jul-13
,33,1,6,2013,1,26-Jun-13
,26,1,5,2013,1,15may2013
,24,1,5,2013,1,06may2013
,29,1,5,2013,1,13may2013
,22,1,6,2013,1,04-Jun-13
,35,1,6,2013,1,28-Jun-13
,22,1,6,2013,1,28-Jun-13
,18,1,5,2013,1,27may2013
,15,1,7,2013,1,30-Jul-13
,21,1,6,2013,1,26-Jun-13
,19,1,7,2013,1,17-Jul-13
,32,1,6,2013,1,05-Jun-13
,18,1,6,2013,1,18-Jun-13
,26,1,6,2013,1,26-Jun-13
,20,1,7,2013,1,05-Jul-13
,22,1,7,2013,1,05-Jul-13
,20,1,5,2013,1,22may2013
,19,1,5,2013,1,16may2013
,16,1,7,2013,1,13-Jul-13
,38,1,7,2013,1,12-Jul-13
,21,1,5,2013,1,13may2013
,19,1,6,2013,1,17-Jun-13
,22,1,5,2013,1,16may2013
,29,1,6,2013,1,27-Jun-13
,18,1,7,2013,1,18-Jul-13
,21,1,7,2013,1,26-Jul-13
,17,1,6,2013,1,06-Jun-13
,22,1,7,2013,1,05-Jul-13
,51,1,7,2013,1,13-Jul-13
,24,1,5,2013,1,10may2013
,26,1,5,2013,1,17may2013
,18,1,6,2013,1,18-Jun-13
,31,1,5,2013,1,06may2013
,15,1,6,2013,1,18-Jun-13
,16,1,5,2013,1,30may2013
,23,1,7,2013,1,31-Jul-13
,59,1,7,2013,1,09-Jul-13
,15,1,7,2013,1,08-Jul-13
,21,1,6,2013,1,17-Jun-13
,17,1,5,2013,1,16may2013
,21,1,5,2013,1,14may2013
,19,1,6,2013,1,18-Jun-13
,26,1,7,2013,1,06-Jul-13
,20,1,5,2013,1,27may2013
,24,1,6,2013,1,19-Jun-13
,20,1,6,2013,1,24-Jun-13
,17,1,5,2013,1,15may2013
,22,1,5,2013,1,13may2013
,19,1,6,2013,1,24-Jun-13
,18,1,6,2013,1,03-Jun-13
,15,1,7,2013,1,05-Jul-13
,20,1,7,2013,1,08-Jul-13
,17,1,7,2013,1,05-Jul-13
,21,1,5,2013,1,14may2013
,21,1,6,2013,1,24-Jun-13
,24,1,5,2013,1,30may2013
,18,1,6,2013,1,06-Jun-13
,17,1,5,2013,1,17may2013
,39,1,7,2013,1,04-Jul-13
,32,1,7,2013,1,05-Jul-13
,23,1,5,2013,1,29may2013
,22,1,7,2013,1,06-Jul-13
,28,1,6,2013,1,04-Jun-13
,19,1,8,2013,1,13-Aug-13
,35,1,7,2013,1,03-Jul-13
,20,1,7,2013,1,24-Jul-13
,11,1,7,2013,1,15-Jul-13
,18,1,8,2013,1,01-Aug-13
,14,1,7,2013,1,23-Jul-13
,17,1,8,2013,1,01-Aug-13
,19,1,8,2013,1,05-Aug-13
,23,1,7,2013,1,15-Jul-13
,47,1,7,2013,1,03-Jul-13
,14,1,8,2013,1,13-Aug-13
,21,1,7,2013,1,12-Jul-13
,15,1,7,2013,1,24-Jul-13
,23,1,8,2013,1,13-Aug-13
,38,1,7,2013,1,03-Jul-13
,43,1,7,2013,1,05-Jul-13
,19,1,7,2013,1,23-Jul-13
,25,1,7,2013,1,15-Jul-13
,23,1,7,2013,1,27-Jul-13
,21,1,7,2013,1,30-Jul-13
,33,1,7,2013,1,04-Jul-13
,39,1,7,2013,1,08-Jul-13
,27,1,7,2013,1,08-Jul-13
,25,1,7,2013,1,03-Jul-13
,31,1,7,2013,1,04-Jul-13
,97,1,7,2013,1,03-Jul-13
,31,1,7,2013,1,11-Jul-13
,10,1,8,2013,1,13-Aug-13
,46,1,7,2013,1,15-Jul-13
,23,1,7,2013,1,15-Jul-13
,29,1,8,2013,1,05-Aug-13
,22,1,7,2013,1,05-Jul-13
,20,1,7,2013,1,15-Jul-13
,28,1,7,2013,1,15-Jul-13
,25,1,8,2013,1,13-Aug-13
,35,1,7,2013,1,03-Jul-13
,41,1,8,2013,1,13-Aug-13
,19,1,8,2013,1,05-Aug-13
,31,1,7,2013,1,03-Jul-13
,20,1,7,2013,1,08-Jul-13
,51,1,7,2013,1,03-Jul-13
,15,1,8,2013,1,12-Aug-13
,20,1,8,2013,1,13-Aug-13
,18,1,7,2013,1,12-Jul-13
,38,1,8,2013,1,05-Aug-13
,36,1,7,2013,1,08-Jul-13
,46,1,7,2013,1,08-Jul-13
,24,1,7,2013,1,08-Jul-13
,57,1,8,2013,1,05-Aug-13
,12,1,8,2013,1,13-Aug-13
,13,1,7,2013,1,23-Jul-13
,93,1,7,2013,1,08-Jul-13
,30,1,7,2013,1,11-Jul-13
,37,1,7,2013,1,15-Jul-13
,28,1,7,2013,1,09-Jul-13
,24,1,7,2013,1,09-Jul-13
,27,1,7,2013,1,27-Jul-13
,12,1,7,2013,1,23-Jul-13
,19,1,7,2013,1,25-Jul-13
,15,1,8,2013,1,13-Aug-13
,21,1,7,2013,1,15-Jul-13
,28,1,7,2013,1,27-Jul-13
,37,1,7,2013,1,03-Jul-13
,19,1,8,2013,1,12-Aug-13
,31,1,7,2013,1,13-Jul-13
,16,1,8,2013,1,12-Aug-13
,25,1,7,2013,1,13-Jul-13
,42,1,7,2013,1,03-Jul-13
,20,1,7,2013,1,29-Jul-13
,23,1,7,2013,1,29-Jul-13
,26,1,7,2013,1,15-Jul-13
,21,1,8,2013,1,13-Aug-13
,38,1,7,2013,1,15-Jul-13
,94,1,7,2013,1,03-Jul-13
,34,1,8,2013,1,01-Aug-13
,25,1,8,2013,1,13-Aug-13
,13,1,9,2013,1,10-Sep-13
,22,1,9,2013,1,10-Sep-13
,17,1,9,2013,1,10-Sep-13
,25,1,9,2013,1,10-Sep-13
,20,1,9,2013,1,10-Sep-13
,14,1,9,2013,1,10-Sep-13
,25,1,9,2013,1,07-Sep-13
,19,1,9,2013,1,10-Sep-13
,18,1,9,2013,1,10-Sep-13
,36,1,9,2013,1,07-Sep-13
,20,1,9,2013,1,07-Sep-13
,20,1,9,2013,1,09-Sep-13
,42,1,9,2013,1,07-Sep-13
,43,1,9,2013,1,07-Sep-13
,24,1,9,2013,1,06-Sep-13
,20,1,9,2013,1,06-Sep-13
,20,1,9,2013,1,09-Sep-13
,37,1,9,2013,1,09-Sep-13
,35,1,9,2013,1,06-Sep-13
,26,1,9,2013,1,09-Sep-13
,22,1,9,2013,1,09-Sep-13
,21,1,9,2013,1,06-Sep-13
,33,1,9,2013,1,06-Sep-13
,34,1,9,2013,1,06-Sep-13
,50,1,9,2013,1,14-Sep-13
,26,1,9,2013,1,11-Sep-13
,20,1,9,2013,1,09-Sep-13
,13,1,9,2013,1,09-Sep-13
,16,1,9,2013,1,09-Sep-13
,16,1,9,2013,1,09-Sep-13
,26,1,9,2013,1,09-Sep-13
,22,1,9,2013,1,09-Sep-13
,25,1,9,2013,1,09-Sep-13
,20,1,9,2013,1,09-Sep-13
,23,1,9,2013,1,12-Sep-13
,24,1,9,2013,1,09-Sep-13
,23,1,9,2013,1,09-Sep-13
,18,1,9,2013,1,09-Sep-13
,17,1,9,2013,1,09-Sep-13
,19,1,9,2013,1,09-Sep-13
,21,1,9,2013,1,10-Sep-13
,18,1,9,2013,1,09-Sep-13
,22,1,9,2013,1,11-Sep-13
,16,1,9,2013,1,09-Sep-13
,18,1,9,2013,1,09-Sep-13
,27,1,9,2013,1,09-Sep-13
,30,1,9,2013,1,09-Sep-13
,20,1,10,2013,1,07oct2013
,22,1,10,2013,1,08oct2013
,14,1,10,2013,1,08oct2013
