ID,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,UGS,1,,1,,,1,,2,2,,10.75,1,1,7,2014
,UGS,0,,1,,,1,,3,3,,5,,1,5,2015
,UGS,0,,,,,1,,2,3,,5,,1,6,2015
,UGS,0,,1,,,1,,3,3,,5,,1,9,2014
,UGS,0,,1,,,1,,2,3,,1,,1,5,2015
,UGS,0,,1,,,1,,3,3,,3.333333333,,1,9,2014
,UGS,0,,1,,,1,,3,3,,6,,1,5,2015
,UGS,0,,1,,,1,,3,3,,5,,1,9,2014
,UGS,0,,1,,,1,,2,3,,7.666666667,,1,5,2015
,UGS,0,,1,,,1,,2,3,4,,,1,5,2015
,UGS,0,,1,,,1,,3,3,,7,,1,5,2015
,UGS,0,,1,,,1,,3,3,,8,,1,5,2015
,UGS,0,,,,,1,,2,2,,3,,1,6,2015
,UGS,0,,1,,,1,,3,3,,8.25,,1,5,2015
,UGS,0,,1,,,1,,3,3,,6,,1,5,2015
,UGS,0,,1,,,1,,3,3,,8,,1,5,2015
,UGS,0,,1,,,1,,3,3,,2,,1,9,2014
,UGS,0,,1,,,1,,2,3,,1,,1,5,2015
,UGS,0,,1,,,0,,,,,,,1,9,2014
,UGS,0,,,0,,1,,3,3,,4,,1,6,2015
,UGS,1,,1,,,1,,3,3,,25.5,1,1,9,2014
,UGS,0,,,,,1,,2,3,,3,,1,6,2015
,UGS,1,,,,,1,,3,3,,22.5,1,1,9,2014
,UGS,0,,1,,,1,,3,3,,5,,1,9,2014
,UGS,0,,1,,,1,,3,3,,5,,1,9,2014
,UGS,0,0,,,,,,,,,,,1,5,2015
,UGS,1,,,,,1,,3,3,,11,1,1,7,2014
,UGS,0,,1,,,1,,2,3,,5,,1,5,2015
,UGS,0,,1,,,1,,3,3,,5,,1,9,2014
,UGS,0,,1,,,1,,2,3,,1,,1,5,2015
,UGS,0,,1,,,1,,3,3,,5.75,,1,5,2015
,BSA2,1,,1,,,1,,3,3,,17.66666667,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,26.5,1,1,8,2014
,BSA2,0,,1,,,1,,3,3,,1,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,20,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,20,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,10,2014
,BSA2,0,,1,,,1,,3,3,,8.666666667,,1,10,2014
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,2,2015
,AMG,0,,,,,1,,1,3,,,,1,2,2015
,AMG,1,,1,,,1,,2,3,,15,1,1,2,2015
,AMG,1,,,,,1,,3,3,,14.66666667,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,17.33333333,1,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,1,1,,,1,,2,2,,37.33333333,1,1,3,2015
,AMG,0,,1,,,1,,1,3,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,100,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,20,1,1,3,2015
,UJA,1,,1,,,1,,3,3,,,1,1,5,2013
,UJA,0,,,1,1,1,,1,1,,,,1,5,2013
,UJA,0,,,,,,,,,,,,1,5,2013
,BSA2,1,,1,,,1,,3,3,,20,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,1,,,1,1,1,,3,3,,85,1,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,1,,,1,1,1,,3,3,,38,1,1,8,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,1,,3,3,,7,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,13.25,1,1,3,2015
,AMG,1,,,1,1,1,,3,3,,20,1,1,3,2015
,AMG,1,,,1,1,1,,3,3,,12.5,1,1,3,2015
,AMG,0,,,1,1,1,,3,3,,5,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,50,1,1,3,2015
,AMG,0,,1,,,1,,3,3,,7,,1,3,2015
,AMG,0,,1,,,1,,3,3,,20,0,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,2,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,1,1,1,,,1,,2,3,,10.5,1,1,2,2015
,AMG,0,1,1,,,0,,,,,,,1,2,2015
,AMG,0,,,,,0,,,,,,,1,2,2015
,AMG,1,,,0,,1,,3,2,,30,1,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,10.5,1,1,2,2015
,AMG,1,,,0,,1,,3,2,,18,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,,,,1,,2,3,,22.5,1,1,3,2015
,BSA2,1,,,,,1,,2,2,,15,1,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,0,,,,,1,,2,2,,5,,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,2,2,,25,1,1,8,2014
,BSA2,1,,,,,1,,2,2,,26,1,1,8,2014
,BSA2,1,,,0,,1,,3,3,,30,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA3,1,,,,,1,,3,3,,17,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,1,,,1,,3,3,,15,1,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,47,1,1,3,2015
,AMG,0,,1,,,1,,2,3,,6,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,20,1,1,3,2015
,AMG,1,,,,,1,,3,3,11,15.41666667,1,1,3,2015
,BSA2,1,,1,,,1,,3,3,,21,1,1,8,2014
,BSA2,1,,1,,,1,,2,3,,23.25,1,1,8,2014
,BSA2,0,1,1,,,1,,3,3,,5,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,15,1,1,8,2014
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,HMB2,0,0,,,,,,,,,,,1,3,2015
,HMB2,1,,1,,,1,,2,3,,14.16666667,1,1,3,2015
,HMB2,0,,1,,,1,,2,1,,,,1,3,2015
,HMB2,1,,1,,,1,,3,3,,10.5,1,1,5,2015
,AMG,0,,,,,0,,,,,,,1,2,2015
,AMG,1,,1,,,1,,3,3,,28.75,1,1,2,2015
,AMG,1,,1,,,1,,3,3,,10,1,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,45,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,27,1,1,2,2015
,AMG,1,,,,,1,,3,3,,32,1,1,2,2015
,AMG,0,,1,,,1,,3,1,,,,1,2,2015
,AMG,1,,1,,,1,,2,3,,12,1,1,2,2015
,AMG,0,,,0,,1,,1,3,,,,1,2,2015
,AMG,0,,,,,0,,,,,,,1,2,2015
,AMG,0,,1,,,1,,3,3,,7,,1,2,2015
,AMG,1,,1,,,1,,3,2,,20,1,1,2,2015
,AMG,0,,,0,,1,,1,3,,,,1,2,2015
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,0,,1,,,1,,2,2,,4,,1,2,2015
,AMG,0,,,0,,1,,3,1,,,,1,2,2015
,AMG,0,,,0,,0,,,,,,,1,2,2015
,AMG,1,,,0,,1,,2,3,,26,1,1,2,2015
,AMG,0,,1,,,1,,3,2,,5,,1,2,2015
,AMG,1,,,0,,1,,3,2,,20,1,1,2,2015
,AMG,0,,,,,1,,3,3,,9.833333333,,1,2,2015
,AMG,0,,1,,,1,,3,3,,2,,1,2,2015
,AMG,0,,1,,,1,,3,3,,1,,1,2,2015
,AMG,0,1,1,,,1,,3,3,,8.333333333,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,2,2015
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,1,,,,,1,,3,3,,29.33333333,1,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,15.5,1,1,3,2015
,AMG,0,,1,,,1,,3,3,,7,,1,3,2015
,AMG,0,,1,,,1,,2,3,,7,,1,3,2015
,AMG,1,,1,,,1,,3,3,,28.66666667,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,1,,2,3,,7.25,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,12,1,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,0,,0,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,BSA2,1,,1,,,1,,2,3,,20,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,40,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,80,1,1,8,2014
,BSA2,0,1,1,,,0,,,,,,,1,8,2014
,AMG,1,,1,,,1,,3,3,,55,1,1,2,2015
,BSA2,0,0,,,,,,,,,,,1,9,2014
,BSA2,1,,1,,,1,,3,3,,11.25,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,9,2014
,BSA2,0,0,,,,,,,,,,,1,9,2014
,BSA2,1,,1,,,1,,3,3,,50,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,1,1,1,,3,3,,50,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,1,1,1,,3,3,9,113.25,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,3,3,,3,,1,8,2014
,BSA2,0,,1,,,1,,3,3,,3,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,24,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,,1,1,1,,3,3,,19.25,1,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,1,,2,3,,8,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,,,,1,,1,2,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,,1,1,1,,3,3,,24.16666667,1,1,3,2015
,AMG,1,1,1,,,1,,3,3,,16.66666667,1,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,0,,,,,,,,,,1,2,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,BSA2,1,,,1,1,1,,3,3,,90,1,1,8,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,BSA2,1,,1,,,1,,3,3,,18.25,1,1,8,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,1,,1,2,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,BSA2,1,,1,,,1,,3,3,,19,1,1,8,2014
,AMG,1,,1,,,1,,2,3,,21,1,1,3,2015
,AMG,0,,,,,1,,1,3,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,2,2015
,AMG,0,,0,,,,,,,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,1,0,,,,,,,,,,1,2,2015
,AMG,0,,1,,,1,,1,2,,,,1,3,2015
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,1,1,,,0,,,,,,,1,10,2014
,BSA2,1,,1,,,1,,2,2,11,10.66666667,1,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,1,,,,,1,,3,3,,50,1,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,,,,0,,,,,,,1,9,2014
,BSA2,1,,1,,,1,,2,3,,16,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,1,3,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,20,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,11,1,1,8,2014
,BSA2,1,,1,,,1,,2,3,,13.5,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,,,1,,3,3,,22.5,1,1,9,2014
,AMG,0,,1,,,1,,3,3,,3.833333333,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,1,,3,3,,7,,1,3,2015
,AMG,0,,1,,,1,,3,3,,9.333333333,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,1,,2,3,,9.666666667,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,1,,2,2,3,,,1,10,2014
,BSA2,1,,1,,,1,,3,3,,11,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,19,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,23.75,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,14,1,1,8,2014
,AMG,1,,,,,1,,2,3,,28,1,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,,,,1,,3,3,,21.5,1,1,3,2015
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,1,,,,,1,,3,3,,30,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,40,1,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,30,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,100,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,26.66666667,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,26.66666667,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,16.66666667,1,1,8,2014
,BSA2,0,,,,,1,,3,3,0,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,,,1,,3,3,,26.66666667,1,1,8,2014
,BSA2,1,,,1,1,1,,3,3,,20,1,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,2,2,,11.25,1,1,9,2014
,BSA2,0,,1,,,1,,1,3,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,1,,1,,,1,,3,3,,13.75,1,1,8,2014
,BSA2,0,,1,,,1,,3,3,11,1,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,2,2,9,6.75,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,3,3,7,,,1,8,2014
,BSA2,1,,1,,,1,,2,3,,34,1,1,8,2014
,BSA2,0,,1,,,1,,3,3,11,4,,1,8,2014
,BSA2,1,,1,,,1,,3,3,9,10.5,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,1,,,,,1,,3,3,,15,1,1,8,2014
,BSA2,0,,,0,,1,,3,3,9,3,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,,,1,,2,3,,11,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,15,1,1,8,2014
,BSA2,1,,1,,,1,,2,3,,12.75,1,1,10,2014
,BSA2,0,,1,,,1,,1,2,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,1,2,,,,1,8,2014
,BSA2,0,,1,,,1,,1,2,,,,1,8,2014
,BSA2,0,,1,,,1,,2,2,,8.25,,1,10,2014
,BSA2,1,,1,,,1,,3,2,,16,1,1,8,2014
,BSA2,1,,,0,,1,,3,3,,45,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,0,,,,,1,,2,3,,9,,1,10,2014
,BSA2,1,,1,,,1,,3,3,,15,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,16,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,2,2,,20,1,1,8,2014
,RNG,0,,1,,,0,,2,2,10,5.5,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,,,,,0,,2,2,,5.5,,1,3,2014
,RNG,0,,1,,,0,,2,2,10,6.5,,1,3,2014
,RNG,0,,1,,,0,,2,2,,3.166666667,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,,,,,0,,1,2,,7.333333333,,1,3,2014
,RNG,0,,1,,,0,,2,2,9,7.75,,1,3,2014
,RNG,1,,1,,,1,,3,3,,10.33333333,1,1,3,2014
,RNG,1,,,,,1,,3,3,,33.33333333,1,1,3,2014
,RNG,0,,1,,,0,,2,2,,3.75,,1,3,2014
,RNG,1,,1,,,1,,2,3,,10.83333333,1,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,,1,,,1,,3,3,,5.5,,1,3,2014
,RNG,1,,1,,,1,,3,3,,10.83333333,1,1,3,2014
,RNG,0,,1,,,1,,2,2,,1.166666667,,1,3,2014
,RNG,1,,,,,1,,3,3,,15.83333333,1,1,3,2014
,RNG,0,,,,,0,,2,2,,4.5,,1,3,2014
,RNG,0,,,,,0,,2,2,,1.166666667,,1,3,2014
,RNG,0,,1,,,0,,2,2,,2.166666667,,1,3,2014
,AMG,0,,1,,,1,,3,3,,7.75,,1,2,2015
,AMG,1,,1,,,1,,2,3,,13.5,1,1,2,2015
,AMG,1,,,,,1,,3,3,,10.5,1,1,2,2015
,AMG,1,,1,,,1,,3,3,,14.16666667,1,1,2,2015
,MGR,1,,1,,,1,,2,3,,20,1,1,9,2014
,MGR,1,,,,,1,,2,3,,15.75,1,1,9,2014
,MGR,1,,,,,1,,2,3,,31.66666667,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,2,2,,12,1,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,16.25,1,1,8,2014
,BSA2,0,,1,,,1,,2,2,,4.5,,1,8,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,AMG,0,,1,,,1,,2,3,,5.833333333,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,BSA2,1,,1,,,1,,2,3,,15,1,1,9,2014
,AMG,0,,1,,,1,,3,3,,5,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,1,,1,2,,,,1,3,2015
,AMG,1,,,1,1,1,,3,3,,18.25,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,1,1,,,1,,1,1,,,,1,2,2015
,AMG,1,1,1,,,1,,2,3,,24.66666667,1,1,2,2015
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,1,,1,,,1,,2,3,,14,1,1,2,2015
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,26.83333333,1,1,3,2015
,AMG,1,,1,,,1,,3,3,,16,1,1,3,2015
,AMG,0,,1,,,1,,3,3,,5.666666667,,1,3,2015
,AMG,1,,,,,1,,3,3,,32,1,1,3,2015
,AMG,1,,1,,,1,,3,3,,22.66666667,1,1,3,2015
,BSA2,1,,,,,1,,3,3,,30,1,1,9,2014
,AMG,0,,1,,,0,,,,,,,1,3,2015
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,1,,,,,1,,3,3,,20,1,1,9,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,27.25,1,1,3,2015
,BSA2,0,,,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,25,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,16,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,3,2,9,4.166666667,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10.83333333,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,UJA,0,,,0,,0,,,,,,,1,5,2013
,UJA,0,,,,,,,,,,,,1,5,2013
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,1,,3,3,5,,,1,8,2014
,KKM2,0,,1,,,1,,3,3,,1,,1,8,2014
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,0,,,1,1,1,,3,3,,,0,1,7,2013
,SYA,0,,,,,0,,,,,,,1,7,2013
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,0,,1,,,1,,1,2,,,,1,8,2013
,BSA2,1,,,1,1,1,,3,3,,13,1,1,8,2014
,BSA2,1,,1,,,1,,2,3,,18,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,2,3,9,12.75,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,1,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,15,1,1,9,2014
,BSA2,0,,1,,,1,,1,3,,,,1,8,2014
,BSA2,0,,0,,,,,,,,,,1,8,2014
,BSA2,1,,,1,1,1,,3,3,,200,1,1,8,2014
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,,0,,1,,2,3,,,1,1,7,2013
,SYA,0,,,,,0,,,,,,,1,7,2013
,UJA,0,,1,,,,,2,3,,,,1,9,2012
,MGR,0,,1,,,1,,2,2,5,,,1,4,2014
,UJA,0,,1,,,,,2,3,,,,1,9,2012
,SYA,0,,,,,0,,,,,,,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,0,,,1,1,0,,,,,,,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,MGR,0,,1,,,1,,2,1,,,,1,4,2014
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013
,RNG,0,0,,,,,,,,,,,1,9,2014
,UJA,0,,1,,,,,1,1,,,,1,9,2012
,RNG,1,,,,,1,,2,3,,14,1,1,9,2014
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,8,2013
,SYA,0,,1,,,1,,2,2,,,,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,1,,,1,,3,2,,,1,1,7,2013
,UJA,1,,1,,,1,,3,3,,,1,1,5,2013
,RNG,0,,,,,0,,,,,,,1,9,2014
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,UJA,0,,,,,,,2,3,,,,1,9,2012
